comps,reqs_per_comp,comps_per_req,overlap,time,num_workflows
5,1,1,0,1.0034048557281494,5
5,1,2,0,0.33268070220947266,5
5,1,3,0,0.5810215473175049,10
5,1,4,0,0.5951545238494873,10
5,1,5,0,0.8341200351715088,15
5,2,1,0,0.48784780502319336,5
5,2,2,0,0.5245997905731201,5
5,2,3,0,1.6149482727050781,20
5,2,4,0,1.6637418270111084,20
5,2,5,0,3.5295586585998535,45
5,3,1,0,0.642805814743042,5
5,3,2,0,0.6917569637298584,5
5,3,3,0,4.030305624008179,40
5,3,4,0,4.139926433563232,40
5,3,5,0,13.312546968460083,135
5,4,1,0,0.7857670783996582,5
5,4,2,0,0.8465263843536377,5
5,4,3,0,9.721178770065308,80
5,4,4,0,9.909569025039673,80
5,4,5,0,49.022395849227905,405
5,5,1,0,0.953758955001831,5
5,5,2,0,1.029395341873169,5
5,5,3,0,22.896541357040405,160
5,5,4,0,23.206955671310425,160
5,5,5,0,174.9106125831604,1215
10,1,1,0,0.6019971370697021,10
10,1,2,0,0.6688711643218994,10
10,1,3,0,1.1317799091339111,20
10,1,4,0,1.195826768875122,20
10,1,5,0,1.6768343448638916,30
10,2,1,0,0.9660654067993164,10
10,2,2,0,1.0316803455352783,10
10,2,3,0,3.2208664417266846,40
10,2,4,0,3.2874820232391357,40
10,2,5,0,7.0255045890808105,90
10,3,1,0,1.2616126537322998,10
10,3,2,0,1.3847527503967285,10
10,3,3,0,8.052068710327148,80
10,3,4,0,8.238739728927612,80
10,3,5,0,26.538888931274414,270
10,4,1,0,1.5843267440795898,10
10,4,2,0,1.716554880142212,10
10,4,3,0,19.518372774124146,160
10,4,4,0,19.735478401184082,160
10,4,5,0,98.25516533851624,810
10,5,1,0,1.8890154361724854,10
10,5,2,0,2.0687098503112793,10
10,5,3,0,45.87878942489624,320
10,5,4,0,46.39982223510742,320
10,5,5,0,349.2636008262634,2430
100,1,1,0,6.246240854263306,100
100,1,2,0,6.644418716430664,100
100,1,3,0,11.691890001296997,200
100,1,4,0,12.091376066207886,200
100,1,5,0,17.288886547088623,300
100,2,1,0,10.870413541793823,100
100,2,2,0,11.708554029464722,100
100,2,3,0,35.053870677948,400
100,2,4,0,35.87862586975098,400
100,2,5,0,75.99575591087341,900
100,3,1,0,14.633463382720947,100
100,3,2,0,15.719988107681274,100
100,3,3,0,87.51913452148438,800
100,3,4,0,89.49285769462585,800
100,3,5,0,288.2902126312256,2700
100,4,1,0,18.684837818145752,100
100,4,2,0,20.067580461502075,100
100,4,3,0,212.10246109962463,1600
100,4,4,0,214.9104745388031,1600
100,4,5,0,1053.841988325119,8100
100,5,1,0,22.756256103515625,100
100,5,2,0,24.321285009384155,100
100,5,3,0,496.1589708328247,3200
100,5,4,0,509.60469460487366,3200
100,5,5,0,3795.378225326538,24300
